"","species","location","site","nest","year","site_box_year","n_sampleID","n_percent_aquatic_pa","n_percent_aquatic_ra","n_num_fam","n_parental_investment_proj","n_band","n_age","n_sex","n_capture_date","n_cap_doy","n_cap_num","n_age.1","n_age_nestad","n_mass","n_bhead","n_fwing","n_sseries_type","n_cort1_raw","n_cort1_correct","n_glucose1","n_buty","n_cort2_raw","n_cort2_correct","n_glucose2","n_inject1_type","n_inject1_dose","n_inject2_type","n_inject2_dose","n_cort3_raw","n_cort3_correct","n_glucose3","n_fate","n_micro_nb","n_blood_nb","n_bolus_nb","n_lifetag_nb","n_Notes","n_Nest_Experiment","n_Nest_Treatment","n_Day6_Brood_Mass","n_Brood_Size_Day6","n_avg_day6_mass","n_exp_treat","n_TotalReads","ad_Individual_Band","ad_Adult_or_Nestling","ad_Sex","ad_Experiment","ad_Individual_Treatment","ad_RFID_On","ad_Individual_RFID","ad_Manipulated_after_1st_capture","ad_Capture_Date","ad_Capture_Number","ad_Method","ad_Leg_Banded","ad_Status","ad_Age","ad_Measured_by","ad_Mass","ad_Bill.Head","ad_Flat_Wing","ad_Tail","ad_Fat","ad_Culmen","ad_Ectoparasites_Presence","ad_Genetic_Mom","ad_Genetic_Dad","ad_Current_Brood_Size","ad_Natal_Nest","ad_Trap_set","ad_Disturbance_Time","ad_Bleed1_Latency","ad_Stress_Series_Type","ad_Bleed1_Amount","ad_Bleed1_Plasma_nb","ad_Base_Plasma_Sample_Box","ad_Baseline_Sample_Location","ad_Bleed1_CORT_Raw","ad_Bleed1_CORT_corrected_value","ad_Bleed1_OXY","ad_Bleed1_dROMs","ad_Bleed1_Glucose","ad_BUTY","ad_Bleed2_Time","ad_Bleed2_Amount","ad_Bleed2_Plasma_nb","ad_Stress_Plasma_Sample_Box","ad_Stress_Sample_Location","ad_Bleed2_CORT_Raw","ad_Bleed2_CORT_corrected_value","ad_Bleed2_OXY","ad_Bleed2_dROMs","ad_Bleed2_Glucose","ad_Inject_1_Type","ad_Inject_1_Dose","ad_Inject_1_Time","ad_Inject_2_Type","ad_Inject_2_Dose","ad_Inject_2_Time","ad_Bleed3_Time","ad_Bleed3_Amount","ad_Bleed3_Plasma_nb","ad_Dex_Plasma_Sample_Box","ad_Dex_Sample_Location","ad_Bleed3_CORT_Raw","ad_Bleed3_CORT_corrected_value","ad_Bleed3_Glucose","ad_Release_Time","ad_Nestling_Fate","ad_Feathers_Sample_nb","ad_Telomeres","ad_Telomere_Sample_nb","ad_Telomeres_Box","ad_Telomeres_Sample_Location","ad_Microbiome","ad_Microbiome_Sample_nb","ad_Microbiome_Box","ad_Microbiome_Sample_Location","ad_Blood_DNA_Collected","ad_Blood_DNA_Sample_nb","ad_Fecal_Sample_nb","ad_Bolus_nb","ad_Blood_Smear_Collected","ad_Lifetag_nb","ad_Bacteria_Killing_Assay","ad_CORT_AssayCode","ad_Extraction_Efficiency","ad_RIA_or_EIA","ad_OXY_AssayCode","ad_dROMS_AssayCode","ad_Notes"
"136","TRES","Ithaca","Unit_2","34","2019","Unit_2_34_2019","P19N461",0.6,0.625,5,"no","281128770","Nestling","Unknown","6/24/19","175","","12","12",20.25,25.3,47,"B_S_D",2.34,2.48,255,NA,46.59,49.28,339,"Dex",9,"",NA,2.5,2.65,296,"Fledged","","190804","","","Data has not been proofed, as it was not on the proofing sheets.","Color_Stress","Cont_Dul",50,4,12.5,"Color_Stress_Cont_Dul",8,278172162,"Adult","F","Color_Stressor","Control_Dull","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",19,28,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",11,"19N1181","","",1.49,1.57,NA,NA,203,NA,"00-Jan-00",11,"19N1182","","",18.82,19.9,NA,NA,263,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11.5,"19N1183","","",44.37,46.92,247,"00-Jan-00","","","","","","","","M19N298","","","Yes","190625","P19N368","","Yes","",NA,"19CORT006","94.6%","EIA","","",""
"137","TRES","Ithaca","Unit_2","35","2019","Unit_2_35_2019","P19N235",0.55,0.974346793349169,20,"no","278172168","Nestling","Unknown","6/13/19","164","","15","15",16,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,16.99,17.97,276,"Fledged","M19N232","190330","","","","Color_Stress","Pred_Dul",55,5,11,"Color_Stress_Pred_Dul",2105,272107805,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","04-Jun-19",3,"Flap_Trap","R",2,"ASY","TAR",18,20.7,114.5,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",3,"19N0329","","",5.3,5.61,NA,NA,NA,NA,"00-Jan-00",7,"19N0330","","",57.1,60.39,NA,NA,188,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",6,"19N0331","","",104.06,110.05,212,"00-Jan-00","","","","","","","","M19N135","","","Yes","190143","","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"138","TRES","Ithaca","Unit_2","35","2019","Unit_2_35_2019","P19N188",0.461538461538462,0.996349476758335,13,"no","281128718","Nestling","Unknown","6/10/19","161","","12","12",19.5,24.7,45,"B_S_D",NA,NA,NA,NA,45.74,48.38,234,"Dex",9,"",NA,3.66,3.87,252,"Died","","190244","","","","Color_Stress","Pred_Dul",55,5,11,"Color_Stress_Pred_Dul",8218,272107805,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","04-Jun-19",3,"Flap_Trap","R",2,"ASY","TAR",18,20.7,114.5,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",3,"19N0329","","",5.3,5.61,NA,NA,NA,NA,"00-Jan-00",7,"19N0330","","",57.1,60.39,NA,NA,188,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",6,"19N0331","","",104.06,110.05,212,"00-Jan-00","","","","","","","","M19N135","","","Yes","190143","","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"139","TRES","Ithaca","Unit_2","35","2019","Unit_2_35_2019","P19N234",0.55,0.993334721932931,20,"no","281128719","Nestling","Unknown","6/13/19","164","","15","15",14,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,31.49,33.31,215,"Died","","190329","","","","Color_Stress","Pred_Dul",55,5,11,"Color_Stress_Pred_Dul",4801,272107805,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","04-Jun-19",3,"Flap_Trap","R",2,"ASY","TAR",18,20.7,114.5,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",3,"19N0329","","",5.3,5.61,NA,NA,NA,NA,"00-Jan-00",7,"19N0330","","",57.1,60.39,NA,NA,188,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",6,"19N0331","","",104.06,110.05,212,"00-Jan-00","","","","","","","","M19N135","","","Yes","190143","","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"140","TRES","Ithaca","Unit_2","35","2019","Unit_2_35_2019","P19N233",0.555555555555556,0.975308641975309,9,"no","281128716","Nestling","Unknown","6/13/19","164","","15","15",17,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,39.97,42.28,273,"Fledged","M19N231","190327","","","","Color_Stress","Pred_Dul",55,5,11,"Color_Stress_Pred_Dul",405,272107805,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","04-Jun-19",3,"Flap_Trap","R",2,"ASY","TAR",18,20.7,114.5,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",3,"19N0329","","",5.3,5.61,NA,NA,NA,NA,"00-Jan-00",7,"19N0330","","",57.1,60.39,NA,NA,188,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",6,"19N0331","","",104.06,110.05,212,"00-Jan-00","","","","","","","","M19N135","","","Yes","190143","","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"141","TRES","Ithaca","Unit_2","35","2019","Unit_2_35_2019","P19N187",0.5,0.848131116613607,22,"no","278172168","Nestling","Unknown","6/10/19","161","","12","12",19.25,24.9,50,"B_S_D",3.33,3.53,219,NA,59.82,63.27,237,"Dex",8.5,"",NA,3.18,3.37,247,"Fledged","","190242","","","","Color_Stress","Pred_Dul",55,5,11,"Color_Stress_Pred_Dul",8481,272107805,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","04-Jun-19",3,"Flap_Trap","R",2,"ASY","TAR",18,20.7,114.5,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",3,"19N0329","","",5.3,5.61,NA,NA,NA,NA,"00-Jan-00",7,"19N0330","","",57.1,60.39,NA,NA,188,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",6,"19N0331","","",104.06,110.05,212,"00-Jan-00","","","","","","","","M19N135","","","Yes","190143","","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"142","TRES","Ithaca","Unit_2","39","2019","Unit_2_39_2019","P19N249",0.461538461538462,0.854352441613588,13,"no","281128738","Nestling","Unknown","6/13/19","164","","12","12",17.5,25.8,47,"B_S_D",2.38,2.52,247,NA,32.77,34.66,248,"Dex",8,"",NA,13.83,14.64,NA,"Fledged","","190355","","","","Color_Stress","Cont_Con",66,5,13.2,"Color_Stress_Cont_Con",2355,272107748,"Adult","F","Color_Stressor","Control_Control","Old","","Control","07-Jun-19",3,"","R",2,"ASY","CCT",19.5,29.1,120,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",23.5,"19N0416","","",0.44,0.47,NA,NA,233,NA,"00-Jan-00",9,"19N0417","","",7.74,8.18,NA,NA,330,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",13,"19N0418","","",12.89,13.63,372,"00-Jan-00","","","","","","","","M19N168","","","Yes","190181","P19N139","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"143","TRES","Ithaca","Unit_2","39","2019","Unit_2_39_2019","P19N285",0.444444444444444,0.707547169811321,18,"no","281128739","Nestling","Unknown","6/16/19","167","","15","15",17,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,19.93,21.08,182,"Fledged","M19N266","190474","","","","Color_Stress","Cont_Con",66,5,13.2,"Color_Stress_Cont_Con",2332,272107748,"Adult","F","Color_Stressor","Control_Control","Old","","Control","07-Jun-19",3,"","R",2,"ASY","CCT",19.5,29.1,120,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",23.5,"19N0416","","",0.44,0.47,NA,NA,233,NA,"00-Jan-00",9,"19N0417","","",7.74,8.18,NA,NA,330,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",13,"19N0418","","",12.89,13.63,372,"00-Jan-00","","","","","","","","M19N168","","","Yes","190181","P19N139","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"144","TRES","Ithaca","Unit_2","39","2019","Unit_2_39_2019","P19N248",0.285714285714286,0.5,7,"no","281128737","Nestling","Unknown","6/13/19","164","","12","12",19.5,25.3,55,"B_S_D",5.58,5.91,247,NA,37.12,39.26,218,"Dex",9,"",NA,7.29,7.71,231,"Fledged","","190354","","","","Color_Stress","Cont_Con",66,5,13.2,"Color_Stress_Cont_Con",16,272107748,"Adult","F","Color_Stressor","Control_Control","Old","","Control","07-Jun-19",3,"","R",2,"ASY","CCT",19.5,29.1,120,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",23.5,"19N0416","","",0.44,0.47,NA,NA,233,NA,"00-Jan-00",9,"19N0417","","",7.74,8.18,NA,NA,330,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",13,"19N0418","","",12.89,13.63,372,"00-Jan-00","","","","","","","","M19N168","","","Yes","190181","P19N139","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"145","TRES","Ithaca","Unit_2","39","2019","Unit_2_39_2019","P19N250",0.666666666666667,0.739130434782609,6,"no","281128739","Nestling","Unknown","6/13/19","164","","12","12",19.5,21.7,60,"B_S_D",2.56,2.71,323,NA,35.71,37.77,344,"Dex",9,"",NA,11.83,12.52,278,"Fledged","","190356","","","","Color_Stress","Cont_Con",66,5,13.2,"Color_Stress_Cont_Con",23,272107748,"Adult","F","Color_Stressor","Control_Control","Old","","Control","07-Jun-19",3,"","R",2,"ASY","CCT",19.5,29.1,120,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",23.5,"19N0416","","",0.44,0.47,NA,NA,233,NA,"00-Jan-00",9,"19N0417","","",7.74,8.18,NA,NA,330,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",13,"19N0418","","",12.89,13.63,372,"00-Jan-00","","","","","","","","M19N168","","","Yes","190181","P19N139","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"146","TRES","Ithaca","Unit_2","39","2019","Unit_2_39_2019","P19N284",0.777777777777778,0.974137931034483,9,"no","281128737","Nestling","Unknown","6/16/19","167","","15","15",17.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,21.98,23.25,217,"Fledged","M19N264","190472","","","","Color_Stress","Cont_Con",66,5,13.2,"Color_Stress_Cont_Con",116,272107748,"Adult","F","Color_Stressor","Control_Control","Old","","Control","07-Jun-19",3,"","R",2,"ASY","CCT",19.5,29.1,120,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",23.5,"19N0416","","",0.44,0.47,NA,NA,233,NA,"00-Jan-00",9,"19N0417","","",7.74,8.18,NA,NA,330,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",13,"19N0418","","",12.89,13.63,372,"00-Jan-00","","","","","","","","M19N168","","","Yes","190181","P19N139","","Yes","",NA,"19CORT007","94.6%","EIA","","",""
"147","TRES","Ithaca","Unit_2","41","2019","Unit_2_41_2019","P19N381",0.333333333333333,0.206106870229008,6,"no","281128503","Nestling","Unknown","6/20/19","171","","15","15",18.75,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,21.08,22.3,183,"Fledged","M19N308","190646","","","","Color_Stress","Cont_Con",51,4,12.75,"Color_Stress_Cont_Con",131,278172152,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","11-Jun-19",3,"Int_Wig_Wag","R",2,"SY","CCT",19,28.6,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",21,"19N0571","","",6.36,6.73,NA,NA,248,NA,"00-Jan-00",5.5,"19N0572","","",56.68,59.94,NA,NA,253,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",15.5,"19N0573","","",65.12,68.87,306,"00-Jan-00","","","","","","","","M19N217","","","Yes","190261","","","Yes","",NA,"19CORT007","94.6%","EIA","","","51g for 4N"
"148","TRES","Ithaca","Unit_2","41","2019","Unit_2_41_2019","P19N380",0.444444444444444,0.0359882005899705,18,"no","281128502","Nestling","Unknown","6/20/19","171","","15","15",18.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,39.44,41.71,178,"Fledged","M19N307","190645","","","","Color_Stress","Cont_Con",51,4,12.75,"Color_Stress_Cont_Con",1695,278172152,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","11-Jun-19",3,"Int_Wig_Wag","R",2,"SY","CCT",19,28.6,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",21,"19N0571","","",6.36,6.73,NA,NA,248,NA,"00-Jan-00",5.5,"19N0572","","",56.68,59.94,NA,NA,253,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",15.5,"19N0573","","",65.12,68.87,306,"00-Jan-00","","","","","","","","M19N217","","","Yes","190261","","","Yes","",NA,"19CORT007","94.6%","EIA","","","51g for 4N"
"149","TRES","Ithaca","Unit_2","41","2019","Unit_2_41_2019","P19N334",0.285714285714286,0.805034655780924,28,"no","281128502","Nestling","Unknown","6/17/19","168","","12","12",19.5,24.4,44,"B_S_D",2.39,2.53,214,NA,9.62,10.18,263,"Dex",9,"",NA,5.75,6.09,249,"Fledged","","190551","","","","Color_Stress","Cont_Con",51,4,12.75,"Color_Stress_Cont_Con",23517,278172152,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","11-Jun-19",3,"Int_Wig_Wag","R",2,"SY","CCT",19,28.6,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",21,"19N0571","","",6.36,6.73,NA,NA,248,NA,"00-Jan-00",5.5,"19N0572","","",56.68,59.94,NA,NA,253,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",15.5,"19N0573","","",65.12,68.87,306,"00-Jan-00","","","","","","","","M19N217","","","Yes","190261","","","Yes","",NA,"19CORT007","94.6%","EIA","","","51g for 4N"
"150","TRES","Ithaca","Unit_2","41","2019","Unit_2_41_2019","P19N335",0.470588235294118,0.979567307692308,17,"no","281128503","Nestling","Unknown","6/17/19","168","","12","12",18.5,24.4,42,"B_S_D",1.16,1.23,218,NA,15.14,16.01,270,"Dex",8.5,"",NA,4.23,4.48,265,"Fledged","","190552","","","","Color_Stress","Cont_Con",51,4,12.75,"Color_Stress_Cont_Con",4160,278172152,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","11-Jun-19",3,"Int_Wig_Wag","R",2,"SY","CCT",19,28.6,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",21,"19N0571","","",6.36,6.73,NA,NA,248,NA,"00-Jan-00",5.5,"19N0572","","",56.68,59.94,NA,NA,253,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",15.5,"19N0573","","",65.12,68.87,306,"00-Jan-00","","","","","","","","M19N217","","","Yes","190261","","","Yes","",NA,"19CORT007","94.6%","EIA","","","51g for 4N"
"151","TRES","Ithaca","Unit_2","41","2019","Unit_2_41_2019","P19N382",0.363636363636364,0.0980725418580263,22,"no","281128504","Nestling","Unknown","6/20/19","171","","15","15",17.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,29.72,31.44,237,"Fledged","M19N309","190647","","","","Color_Stress","Cont_Con",51,4,12.75,"Color_Stress_Cont_Con",27653,278172152,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","11-Jun-19",3,"Int_Wig_Wag","R",2,"SY","CCT",19,28.6,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",21,"19N0571","","",6.36,6.73,NA,NA,248,NA,"00-Jan-00",5.5,"19N0572","","",56.68,59.94,NA,NA,253,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",15.5,"19N0573","","",65.12,68.87,306,"00-Jan-00","","","","","","","","M19N217","","","Yes","190261","","","Yes","",NA,"19CORT007","94.6%","EIA","","","51g for 4N"
"152","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N440",0.476190476190476,0.654618473895582,21,"no","281128442","Nestling","Unknown","6/22/19","173","","12","12",13,21,NA,"B_S_D",3.62,3.83,258,NA,3.09,3.28,262,"Dex",5.5,"",NA,4.11,4.36,293,"Fledged","","190761","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",249,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"153","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N443",0.421052631578947,0.442077230359521,19,"no","281128445","Nestling","Unknown","6/22/19","173","","12","12",20.75,25,53,"B_S_D",2.41,2.55,204,NA,16.84,17.81,281,"Dex",9.5,"",NA,1.97,2.09,256,"Fledged","","190764","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",5257,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"154","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N470",0.642857142857143,0.776119402985075,14,"no","281128444","Nestling","Unknown","6/25/19","176","","15","15",16,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",5.5,"",NA,33.99,35.95,207,"Fledged","M19N358","190822","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",67,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"155","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N441",0.5,0.6,6,"no","281128443","Nestling","Unknown","6/22/19","173","","12","12",16.5,24.1,45,"B_S_D",10.39,10.99,261,NA,8.32,8.81,249,"Dex",7.5,"",NA,2.28,2.42,284,"Fledged","","190762","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",10,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"156","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N442",0.5,0.829192546583851,16,"no","281128444","Nestling","Unknown","6/22/19","173","","12","12",18,24.2,51,"B_S_D",2.07,2.19,192,NA,5.58,5.91,301,"Dex",8,"",NA,2.69,2.85,273,"Fledged","","190763","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",322,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"157","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N439",0.5,0.647058823529412,6,"no","281128440","Nestling","Unknown","6/22/19","173","","12","12",15,23.7,46,"B_S_D",1.16,1.24,258,NA,13.2,13.96,254,"Dex",6.5,"",NA,3.11,3.29,237,"Fledged","","190759","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",17,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"158","TRES","Ithaca","Unit_2","54","2019","Unit_2_54_2019","P19N469",0.714285714285714,0.909090909090909,7,"no","281128443","Nestling","Unknown","6/25/19","176","","15","15",15,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",5.5,"",NA,50.3,53.2,243,"Fledged","M19N357","190821","","","","Color_Stress","Pred_Con",60,6,10,"Color_Stress_Pred_Con",22,272106728,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","17-Jun-19",3,"Flap_Trap","R",2,"SY","CCT",18,28.3,116,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16,"19N0991","","",4.31,4.55,NA,NA,219,NA,"00-Jan-00",8,"19N0992","","",68.02,71.93,NA,NA,244,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0993","","",71.55,75.67,250,"00-Jan-00","","","","","","","","M19N277","","","Yes","190521","P19N311","","","",NA,"19CORT008","94.6%","EIA","","",""
"159","TRES","Ithaca","Unit_2","57","2019","Unit_2_57_2019","P19N416",0.32,0.984446113737793,25,"no","281128760","Nestling","Unknown","6/21/19","172","","12","12",16,24,41,"B_S_D",8.96,9.48,214,NA,4.86,5.15,247,"Dex",7,"",NA,4.11,4.35,194,"Died","","190729","","","","Color_Stress","Pred_Con",43,5,8.6,"Color_Stress_Pred_Con",22631,156181153,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","15-Jun-19",3,"Int_Wig_Wag","R",2,"SY","RC",17,26.8,111,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",18,"19N0785","","",1.07,5.35,NA,NA,246,NA,"00-Jan-00",10,"19N0786","","",34.28,36.26,NA,NA,318,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",16,"19N0787","","",28.95,30.62,310,"00-Jan-00","","","","","","","","M19N241","","","Yes","190397","P19N263","","Yes","",NA,"19CORT008","94.6%","EIA","","",""
